issuenumber,resolution_time,room,configuration
700,22984,deeplearning,Gitter
756,4890,deeplearning,Gitter
771,5294,deeplearning,Gitter
775,3,deeplearning,Gitter
780,457,deeplearning,Gitter
782,40,deeplearning,Gitter
788,807,deeplearning,Gitter
826,428,deeplearning,Gitter
848,215,deeplearning,Gitter
853,157,deeplearning,Gitter
854,306,deeplearning,Gitter
856,788,deeplearning,Gitter
899,8753,deeplearning,Gitter
900,3023,deeplearning,Gitter
927,12817,deeplearning,Gitter
930,422,deeplearning,Gitter
947,163,deeplearning,Gitter
959,17,deeplearning,Gitter
990,137,deeplearning,Gitter
993,2,deeplearning,Gitter
1069,185,deeplearning,Gitter
1075,3,deeplearning,Gitter
1082,10432,deeplearning,Gitter
1087,175,deeplearning,Gitter
1098,256,deeplearning,Gitter
1103,2,deeplearning,Gitter
1109,742,deeplearning,Gitter
1113,9097,deeplearning,Gitter
1129,1,deeplearning,Gitter
1166,123,deeplearning,Gitter
1168,1727,deeplearning,Gitter
1174,1,deeplearning,Gitter
1178,5656,deeplearning,Gitter
1179,45,deeplearning,Gitter
1180,NA,deeplearning,Gitter
1181,1367,deeplearning,Gitter
1185,232,deeplearning,Gitter
1188,6659,deeplearning,Gitter
1190,30,deeplearning,Gitter
1194,7834,deeplearning,Gitter
1212,11694,deeplearning,Gitter
1225,279,deeplearning,Gitter
1226,20,deeplearning,Gitter
1227,8847,deeplearning,Gitter
1228,6347,deeplearning,Gitter
1238,6263,deeplearning,Gitter
1242,1297,deeplearning,Gitter
1246,1286,deeplearning,Gitter
1254,984,deeplearning,Gitter
1258,1343,deeplearning,Gitter
1275,471,deeplearning,Gitter
1278,1124,deeplearning,Gitter
1282,3,deeplearning,Gitter
1292,0,deeplearning,Gitter
1307,10,deeplearning,Gitter
1309,7417,deeplearning,Gitter
1310,NA,deeplearning,Gitter
1312,26,deeplearning,Gitter
1330,895,deeplearning,Gitter
1371,10824,deeplearning,Gitter
1372,NA,deeplearning,Gitter
1395,0,deeplearning,Gitter
1396,23,deeplearning,Gitter
1399,50,deeplearning,Gitter
1401,15933,deeplearning,Gitter
1461,7516,deeplearning,Gitter
1466,NA,deeplearning,Gitter
1494,17346,deeplearning,Gitter
1497,748,deeplearning,Gitter
1516,4957,deeplearning,Gitter
1546,4587,deeplearning,Gitter
1549,4585,deeplearning,Gitter
1556,429,deeplearning,Gitter
1562,666,deeplearning,Gitter
1566,1,deeplearning,Gitter
1574,16,deeplearning,Gitter
1584,4631,deeplearning,Gitter
1597,218,deeplearning,Gitter
1623,16668,deeplearning,Gitter
1625,92,deeplearning,Gitter
1649,4,deeplearning,Gitter
1655,4222,deeplearning,Gitter
1658,49,deeplearning,Gitter
1666,6,deeplearning,Gitter
1685,243,deeplearning,Gitter
1695,38,deeplearning,Gitter
1703,1,deeplearning,Gitter
1718,15,deeplearning,Gitter
1719,3946,deeplearning,Gitter
1721,0,deeplearning,Gitter
1725,376,deeplearning,Gitter
1738,11,deeplearning,Gitter
1745,461,deeplearning,Gitter
1785,NA,deeplearning,Gitter
1791,6684,deeplearning,Gitter
1798,2092,deeplearning,Gitter
1806,7665,deeplearning,Gitter
1811,NA,deeplearning,Gitter
1813,48,deeplearning,Gitter
1819,510,deeplearning,Gitter
1822,295,deeplearning,Gitter
1830,6,deeplearning,Gitter
1836,221,deeplearning,Gitter
1840,2,deeplearning,Gitter
1848,3027,deeplearning,Gitter
1853,5501,deeplearning,Gitter
1878,NA,deeplearning,Gitter
1901,NA,deeplearning,Gitter
1907,74,deeplearning,Gitter
1923,2903,deeplearning,Gitter
1924,2899,deeplearning,Gitter
1939,12,deeplearning,Gitter
1940,21,deeplearning,Gitter
1950,5,deeplearning,Gitter
1953,3,deeplearning,Gitter
1957,9,deeplearning,Gitter
1958,104,deeplearning,Gitter
1977,4628,deeplearning,Gitter
1991,4588,deeplearning,Gitter
1992,402,deeplearning,Gitter
1998,555,deeplearning,Gitter
2004,2,deeplearning,Gitter
2020,17008,deeplearning,Gitter
2021,4946,deeplearning,Gitter
2052,11194,deeplearning,Gitter
2053,4061,deeplearning,Gitter
2057,2152,deeplearning,Gitter
2058,13,deeplearning,Gitter
2084,32,deeplearning,Gitter
2120,278,deeplearning,Gitter
2130,139,deeplearning,Gitter
2131,237,deeplearning,Gitter
2133,693,deeplearning,Gitter
2146,45,deeplearning,Gitter
2149,34,deeplearning,Gitter
2160,3217,deeplearning,Gitter
2161,25,deeplearning,Gitter
2177,1,deeplearning,Gitter
2182,2940,deeplearning,Gitter
2206,13259,deeplearning,Gitter
2207,18,deeplearning,Gitter
2211,NA,deeplearning,Gitter
2212,37,deeplearning,Gitter
2217,2735,deeplearning,Gitter
2225,1283,deeplearning,Gitter
2234,13073,deeplearning,Gitter
2235,122,deeplearning,Gitter
2236,40,deeplearning,Gitter
2237,51,deeplearning,Gitter
2242,39,deeplearning,Gitter
2252,368,deeplearning,Gitter
2258,2585,deeplearning,Gitter
2262,12941,deeplearning,Gitter
2264,373,deeplearning,Gitter
2269,NA,deeplearning,Gitter
2277,230,deeplearning,Gitter
2278,39,deeplearning,Gitter
2283,12838,deeplearning,Gitter
2287,0,deeplearning,Gitter
2295,4,deeplearning,Gitter
2304,93,deeplearning,Gitter
2308,11,deeplearning,Gitter
2320,2251,deeplearning,Gitter
2326,16,deeplearning,Gitter
2331,3,deeplearning,Gitter
2332,3,deeplearning,Gitter
2350,9,deeplearning,Gitter
2351,12469,deeplearning,Gitter
2353,425,deeplearning,Gitter
2355,2076,deeplearning,Gitter
2367,NA,deeplearning,Gitter
2369,85,deeplearning,Gitter
2382,18,deeplearning,Gitter
2383,1286,deeplearning,Gitter
2387,7,deeplearning,Gitter
2393,0,deeplearning,Gitter
2399,1907,deeplearning,Gitter
2400,2978,deeplearning,Gitter
2401,354,deeplearning,Gitter
2416,1869,deeplearning,Gitter
2417,1304,deeplearning,Gitter
2418,NA,deeplearning,Gitter
2439,19,deeplearning,Gitter
2447,6746,deeplearning,Gitter
2456,1703,deeplearning,Gitter
2459,91,deeplearning,Gitter
2460,NA,deeplearning,Gitter
2465,261,deeplearning,Gitter
2477,6080,deeplearning,Gitter
2490,68,deeplearning,Gitter
2504,47,deeplearning,Gitter
2505,6219,deeplearning,Gitter
2510,23,deeplearning,Gitter
2522,11890,deeplearning,Gitter
2531,11885,deeplearning,Gitter
2533,217,deeplearning,Gitter
2537,371,deeplearning,Gitter
2548,26,deeplearning,Gitter
2549,1527,deeplearning,Gitter
2559,11785,deeplearning,Gitter
2561,1,deeplearning,Gitter
2572,190,deeplearning,Gitter
2595,11601,deeplearning,Gitter
2617,1043,deeplearning,Gitter
2620,1701,deeplearning,Gitter
2635,NA,deeplearning,Gitter
2647,NA,deeplearning,Gitter
2668,7,deeplearning,Gitter
2681,73,deeplearning,Gitter
2698,NA,deeplearning,Gitter
2703,143,deeplearning,Gitter
2718,1587,deeplearning,Gitter
2721,120,deeplearning,Gitter
2725,1855,deeplearning,Gitter
2726,44,deeplearning,Gitter
2735,11270,deeplearning,Gitter
2748,5544,deeplearning,Gitter
2756,84,deeplearning,Gitter
2758,19,deeplearning,Gitter
2760,763,deeplearning,Gitter
2769,NA,deeplearning,Gitter
2773,33,deeplearning,Gitter
2777,NA,deeplearning,Gitter
2779,1080,deeplearning,Gitter
2818,10699,deeplearning,Gitter
2821,620,deeplearning,Gitter
2828,727,deeplearning,Gitter
2838,NA,deeplearning,Gitter
2860,10487,deeplearning,Gitter
2876,10383,deeplearning,Gitter
2879,1,deeplearning,Gitter
2896,NA,deeplearning,Gitter
2899,10324,deeplearning,Gitter
2924,34,deeplearning,Gitter
2935,8,deeplearning,Gitter
2938,1,deeplearning,Gitter
2943,803,deeplearning,Gitter
2944,5,deeplearning,Gitter
2949,1,deeplearning,Gitter
2966,10091,deeplearning,Gitter
2968,791,deeplearning,Gitter
2969,66,deeplearning,Gitter
2981,6490,deeplearning,Gitter
2995,2,deeplearning,Gitter
3010,160,deeplearning,Gitter
3022,NA,deeplearning,Gitter
3026,1053,deeplearning,Gitter
3028,NA,deeplearning,Gitter
3037,9811,deeplearning,Gitter
3038,5060,deeplearning,Gitter
3044,171,deeplearning,Gitter
3050,NA,deeplearning,Gitter
3063,4328,deeplearning,Gitter
3092,9562,deeplearning,Gitter
3094,3004,deeplearning,Gitter
3108,6282,deeplearning,Gitter
3113,0,deeplearning,Gitter
3118,3603,deeplearning,Gitter
3119,NA,deeplearning,Gitter
3121,358,deeplearning,Gitter
3122,597,deeplearning,Gitter
3128,3568,deeplearning,Gitter
3129,3540,deeplearning,Gitter
3133,149,deeplearning,Gitter
3134,NA,deeplearning,Gitter
3138,316,deeplearning,Gitter
3142,67,deeplearning,Gitter
3150,9401,deeplearning,Gitter
3164,64,deeplearning,Gitter
3196,1219,deeplearning,Gitter
3215,65,deeplearning,Gitter
3217,9197,deeplearning,Gitter
3218,619,deeplearning,Gitter
3220,111,deeplearning,Gitter
3227,3264,deeplearning,Gitter
3245,279,deeplearning,Gitter
3247,497,deeplearning,Gitter
3249,NA,deeplearning,Gitter
3271,1,deeplearning,Gitter
3275,3527,deeplearning,Gitter
3278,1895,deeplearning,Gitter
3282,8885,deeplearning,Gitter
3288,1628,deeplearning,Gitter
3290,8857,deeplearning,Gitter
3292,NA,deeplearning,Gitter
3298,2180,deeplearning,Gitter
3302,1572,deeplearning,Gitter
3305,NA,deeplearning,Gitter
3351,1717,deeplearning,Gitter
3382,1,deeplearning,Gitter
3383,30,deeplearning,Gitter
3410,1073,deeplearning,Gitter
3420,1407,deeplearning,Gitter
3423,8508,deeplearning,Gitter
3425,19,deeplearning,Gitter
3431,8179,deeplearning,Gitter
3432,938,deeplearning,Gitter
3441,1504,deeplearning,Gitter
3443,864,deeplearning,Gitter
3445,8111,deeplearning,Gitter
3451,6,deeplearning,Gitter
3458,NA,deeplearning,Gitter
3462,NA,deeplearning,Gitter
3472,NA,deeplearning,Gitter
3479,7871,deeplearning,Gitter
3490,243,deeplearning,Gitter
3496,4368,deeplearning,Gitter
3498,4563,deeplearning,Gitter
3503,7688,deeplearning,Gitter
3506,25,deeplearning,Gitter
3511,460,deeplearning,Gitter
3513,144,deeplearning,Gitter
3528,6996,deeplearning,Gitter
3554,0,deeplearning,Gitter
3568,316,deeplearning,Gitter
3569,62,deeplearning,Gitter
3571,7362,deeplearning,Gitter
3573,NA,deeplearning,Gitter
3577,5411,deeplearning,Gitter
3592,36,deeplearning,Gitter
3597,1027,deeplearning,Gitter
3605,1,deeplearning,Gitter
3610,48,deeplearning,Gitter
3614,3849,deeplearning,Gitter
3628,161,deeplearning,Gitter
3635,9,deeplearning,Gitter
3667,NA,deeplearning,Gitter
3673,27,deeplearning,Gitter
3684,164,deeplearning,Gitter
3702,NA,deeplearning,Gitter
3714,7,deeplearning,Gitter
3739,1169,deeplearning,Gitter
3760,61,deeplearning,Gitter
3770,2776,deeplearning,Gitter
3776,1028,deeplearning,Gitter
3782,6409,deeplearning,Gitter
3793,23,deeplearning,Gitter
3794,21,deeplearning,Gitter
3800,6333,deeplearning,Gitter
3804,3,deeplearning,Gitter
3807,5,deeplearning,Gitter
3808,18063,deeplearning,Gitter
3816,872,deeplearning,Gitter
3826,7,deeplearning,Gitter
3833,NA,deeplearning,Gitter
3835,NA,deeplearning,Gitter
3846,2628,deeplearning,Gitter
3848,6187,deeplearning,Gitter
3855,2561,deeplearning,Gitter
3859,6465,deeplearning,Gitter
3870,4470,deeplearning,Gitter
3873,2571,deeplearning,Gitter
3888,48,deeplearning,Gitter
3889,48,deeplearning,Gitter
3890,1,deeplearning,Gitter
3891,2705,deeplearning,Gitter
3892,573,deeplearning,Gitter
3894,354,deeplearning,Gitter
3897,46,deeplearning,Gitter
3905,5,deeplearning,Gitter
3908,14253,deeplearning,Gitter
3909,344,deeplearning,Gitter
3911,8140,deeplearning,Gitter
3914,6218,deeplearning,Gitter
3916,509,deeplearning,Gitter
3927,6083,deeplearning,Gitter
3954,5805,deeplearning,Gitter
3959,NA,deeplearning,Gitter
3968,6123,deeplearning,Gitter
3970,2585,deeplearning,Gitter
3978,1,deeplearning,Gitter
3988,5748,deeplearning,Gitter
3990,NA,deeplearning,Gitter
3993,55,deeplearning,Gitter
3994,55,deeplearning,Gitter
4001,11,deeplearning,Gitter
4006,160,deeplearning,Gitter
4010,3209,deeplearning,Gitter
4011,5904,deeplearning,Gitter
4025,NA,deeplearning,Gitter
4032,5555,deeplearning,Gitter
4037,0,deeplearning,Gitter
4038,NA,deeplearning,Gitter
4040,NA,deeplearning,Gitter
4042,NA,deeplearning,Gitter
4043,0,deeplearning,Gitter
4071,1961,deeplearning,Gitter
4084,NA,deeplearning,Gitter
4099,66,deeplearning,Gitter
4132,4935,deeplearning,Gitter
4139,NA,deeplearning,Gitter
4144,20,deeplearning,Gitter
4147,7041,deeplearning,Gitter
4150,7190,deeplearning,Gitter
4153,NA,deeplearning,Gitter
4154,4847,deeplearning,Gitter
4156,NA,deeplearning,Gitter
4158,1508,deeplearning,Gitter
4160,9,deeplearning,Gitter
4162,4700,deeplearning,Gitter
4167,NA,deeplearning,Gitter
4174,52,deeplearning,Gitter
4188,11540,deeplearning,Gitter
4200,867,deeplearning,Gitter
4201,764,deeplearning,Gitter
4207,4429,deeplearning,Gitter
4212,NA,deeplearning,Gitter
4223,720,deeplearning,Gitter
4224,4254,deeplearning,Gitter
4230,8123,deeplearning,Gitter
4231,2373,deeplearning,Gitter
4233,1034,deeplearning,Gitter
4237,6501,deeplearning,Gitter
4238,616,deeplearning,Gitter
4246,4,deeplearning,Gitter
4248,NA,deeplearning,Gitter
4249,918,deeplearning,Gitter
4250,49,deeplearning,Gitter
4251,855,deeplearning,Gitter
4256,2598,deeplearning,Gitter
4283,1755,deeplearning,Gitter
4286,401,deeplearning,Gitter
4287,433,deeplearning,Gitter
4296,1551,deeplearning,Gitter
4300,3914,deeplearning,Gitter
4301,173,deeplearning,Gitter
4325,512,deeplearning,Gitter
4330,3883,deeplearning,Gitter
4335,3553,deeplearning,Gitter
4346,47,deeplearning,Gitter
4385,3847,deeplearning,Gitter
4411,1375,deeplearning,Gitter
4413,2991,deeplearning,Gitter
4422,482,deeplearning,Gitter
4427,5,deeplearning,Gitter
4437,403,deeplearning,Gitter
4440,3164,deeplearning,Gitter
4450,3060,deeplearning,Gitter
4456,32,deeplearning,Gitter
4463,NA,deeplearning,Gitter
4467,24,deeplearning,Gitter
4470,25,deeplearning,Gitter
4475,NA,deeplearning,Gitter
4477,9644,deeplearning,Gitter
4492,12,deeplearning,Gitter
4513,2352,deeplearning,Gitter
4536,NA,deeplearning,Gitter
4539,155,deeplearning,Gitter
4554,0,deeplearning,Gitter
4561,37,deeplearning,Gitter
4565,NA,deeplearning,Gitter
4567,NA,deeplearning,Gitter
4572,1,deeplearning,Gitter
4574,5,deeplearning,Gitter
4595,NA,deeplearning,Gitter
4596,388,deeplearning,Gitter
4605,23,deeplearning,Gitter
4640,66,deeplearning,Gitter
4670,1712,deeplearning,Gitter
4674,184,deeplearning,Gitter
4693,88,deeplearning,Gitter
4702,2035,deeplearning,Gitter
4704,3285,deeplearning,Gitter
4712,41,deeplearning,Gitter
4730,25,deeplearning,Gitter
4732,4,deeplearning,Gitter
4738,1866,deeplearning,Gitter
4743,1526,deeplearning,Gitter
4748,9667,deeplearning,Gitter
4751,1108,deeplearning,Gitter
4757,266,deeplearning,Gitter
4759,223,deeplearning,Gitter
4763,224,deeplearning,Gitter
4779,NA,deeplearning,Gitter
4784,1064,deeplearning,Gitter
4811,9,deeplearning,Gitter
4821,308,deeplearning,Gitter
4822,22,deeplearning,Gitter
4829,7931,deeplearning,Gitter
4848,1601,deeplearning,Gitter
4850,26,deeplearning,Gitter
4893,NA,deeplearning,Gitter
4898,99,deeplearning,Gitter
4910,1,deeplearning,Gitter
4912,NA,deeplearning,Gitter
4918,NA,deeplearning,Gitter
4919,NA,deeplearning,Gitter
4922,NA,deeplearning,Gitter
4924,134,deeplearning,Gitter
4939,0,deeplearning,Gitter
4942,7088,deeplearning,Gitter
4951,258,deeplearning,Gitter
4970,4,deeplearning,Gitter
4971,7290,deeplearning,Gitter
4984,121,deeplearning,Gitter
4986,NA,deeplearning,Gitter
5001,NA,deeplearning,Gitter
5022,9,deeplearning,Gitter
5029,115,deeplearning,Gitter
5040,4,deeplearning,Gitter
5045,NA,deeplearning,Gitter
5051,259,deeplearning,Gitter
5056,1964,deeplearning,Gitter
5080,18,deeplearning,Gitter
5110,15,deeplearning,Gitter
5176,NA,deeplearning,Gitter
5220,34,deeplearning,Gitter
5237,748,deeplearning,Gitter
5240,745,deeplearning,Gitter
5250,NA,deeplearning,Gitter
5265,NA,deeplearning,Gitter
5288,NA,deeplearning,Gitter
5301,4,deeplearning,Gitter
5343,362,deeplearning,Gitter
5389,NA,deeplearning,Gitter
5407,12,deeplearning,Gitter
5427,54,deeplearning,Gitter
5437,1438,deeplearning,Gitter
5445,177,deeplearning,Gitter
5455,16,deeplearning,Gitter
5459,182,deeplearning,Gitter
5460,26,deeplearning,Gitter
5508,302,deeplearning,Gitter
5519,1099,deeplearning,Gitter
5523,NA,deeplearning,Gitter
5549,NA,deeplearning,Gitter
5570,140,deeplearning,Gitter
5572,NA,deeplearning,Gitter
5624,839,deeplearning,Gitter
5662,3,deeplearning,Gitter
5691,5590,deeplearning,Gitter
5705,4,deeplearning,Gitter
5708,10,deeplearning,Gitter
5710,842,deeplearning,Gitter
5784,676,deeplearning,Gitter
5790,NA,deeplearning,Gitter
5804,7086,deeplearning,Gitter
5806,0,deeplearning,Gitter
5835,411,deeplearning,Gitter
5932,137,deeplearning,Gitter
5960,20,deeplearning,Gitter
5977,21,deeplearning,Gitter
5981,6,deeplearning,Gitter
5982,7,deeplearning,Gitter
6060,6,deeplearning,Gitter
6068,3,deeplearning,Gitter
6111,NA,deeplearning,Gitter
6130,NA,deeplearning,Gitter
6132,539,deeplearning,Gitter
6159,312,deeplearning,Gitter
6166,311,deeplearning,Gitter
6184,251,deeplearning,Gitter
6203,NA,deeplearning,Gitter
6219,NA,deeplearning,Gitter
6228,146,deeplearning,Gitter
6237,142,deeplearning,Gitter
6269,8900,deeplearning,Gitter
6279,58,deeplearning,Gitter
6305,134,deeplearning,Gitter
6316,96,deeplearning,Gitter
6326,156,deeplearning,Gitter
6339,NA,deeplearning,Gitter
6358,82,deeplearning,Gitter
6363,NA,deeplearning,Gitter
6364,6547,deeplearning,Gitter
6399,0,deeplearning,Gitter
6409,NA,deeplearning,Gitter
6410,NA,deeplearning,Gitter
6418,2036,deeplearning,Gitter
6439,NA,deeplearning,Gitter
6472,422,deeplearning,Gitter
6474,27,deeplearning,Gitter
6508,8,deeplearning,Gitter
6518,186,deeplearning,Gitter
6526,0,deeplearning,Gitter
6544,452,deeplearning,Gitter
6550,161,deeplearning,Gitter
6558,2,deeplearning,Gitter
6568,NA,deeplearning,Gitter
6635,113,deeplearning,Gitter
6697,NA,deeplearning,Gitter
6700,NA,deeplearning,Gitter
6702,NA,deeplearning,Gitter
6713,887,deeplearning,Gitter
6714,47,deeplearning,Gitter
6720,NA,deeplearning,Gitter
6728,97,deeplearning,Gitter
6736,191,deeplearning,Gitter
6745,2,deeplearning,Gitter
6804,412,deeplearning,Gitter
6809,1705,deeplearning,Gitter
6818,NA,deeplearning,Gitter
6825,268,deeplearning,Gitter
6839,176,deeplearning,Gitter
6841,238,deeplearning,Gitter
6843,NA,deeplearning,Gitter
6845,12,deeplearning,Gitter
6846,NA,deeplearning,Gitter
6856,NA,deeplearning,Gitter
6907,NA,deeplearning,Gitter
6955,315,deeplearning,Gitter
6961,NA,deeplearning,Gitter
6985,64,deeplearning,Gitter
7018,NA,deeplearning,Gitter
7027,13,deeplearning,Gitter
7029,84,deeplearning,Gitter
7032,71,deeplearning,Gitter
7049,260,deeplearning,Gitter
7064,1642,deeplearning,Gitter
7068,98,deeplearning,Gitter
7076,151,deeplearning,Gitter
7079,146,deeplearning,Gitter
7100,12,deeplearning,Gitter
7101,323,deeplearning,Gitter
7104,321,deeplearning,Gitter
7105,NA,deeplearning,Gitter
7115,218,deeplearning,Gitter
7125,1275,deeplearning,Gitter
7136,0,deeplearning,Gitter
7140,5,deeplearning,Gitter
7190,59,deeplearning,Gitter
7191,2,deeplearning,Gitter
7192,358,deeplearning,Gitter
7222,NA,deeplearning,Gitter
7237,NA,deeplearning,Gitter
7247,NA,deeplearning,Gitter
7250,297,deeplearning,Gitter
7264,5720,deeplearning,Gitter
7270,253,deeplearning,Gitter
7309,NA,deeplearning,Gitter
7315,25,deeplearning,Gitter
7343,83,deeplearning,Gitter
7352,56,deeplearning,Gitter
7362,NA,deeplearning,Gitter
7408,NA,deeplearning,Gitter
7431,NA,deeplearning,Gitter
7435,17,deeplearning,Gitter
7462,NA,deeplearning,Gitter
7465,NA,deeplearning,Gitter
7466,421,deeplearning,Gitter
7494,NA,deeplearning,Gitter
7563,20,deeplearning,Gitter
7598,NA,deeplearning,Gitter
7629,NA,deeplearning,Gitter
7679,NA,deeplearning,Gitter
7681,NA,deeplearning,Gitter
7686,NA,deeplearning,Gitter
7688,NA,deeplearning,Gitter
7715,515,deeplearning,Gitter
7720,11,deeplearning,Gitter
7730,477,deeplearning,Gitter
7735,1,deeplearning,Gitter
7740,NA,deeplearning,Gitter
7763,2521,deeplearning,Gitter
7773,NA,deeplearning,Gitter
7781,22,deeplearning,Gitter
7785,196,deeplearning,Gitter
7806,37,deeplearning,Gitter
7808,6,deeplearning,Gitter
7817,NA,deeplearning,Gitter
7859,220,deeplearning,Gitter
7864,446,deeplearning,Gitter
7872,NA,deeplearning,Gitter
7889,1,deeplearning,Gitter
7891,2396,deeplearning,Gitter
7918,12,deeplearning,Gitter
7920,NA,deeplearning,Gitter
7930,339,deeplearning,Gitter
7948,NA,deeplearning,Gitter
7962,78,deeplearning,Gitter
7982,3,deeplearning,Gitter
7992,387,deeplearning,Gitter
7998,105,deeplearning,Gitter
8020,1,deeplearning,Gitter
8022,8,deeplearning,Gitter
8035,510,deeplearning,Gitter
8041,24,deeplearning,Gitter
8071,NA,deeplearning,Gitter
8108,NA,deeplearning,Gitter
8110,11,deeplearning,Gitter
8112,0,deeplearning,Gitter
8119,252,deeplearning,Gitter
8120,10,deeplearning,Gitter
8121,10,deeplearning,Gitter
8122,10,deeplearning,Gitter
8156,NA,deeplearning,Gitter
8165,438,deeplearning,Gitter
8183,61,deeplearning,Gitter
8214,1348,deeplearning,Gitter
8217,NA,deeplearning,Gitter
8219,66,deeplearning,Gitter
8225,1076,deeplearning,Gitter
8230,7,deeplearning,Gitter
8236,1246,deeplearning,Gitter
8239,225,deeplearning,Gitter
8253,NA,deeplearning,Gitter
8258,NA,deeplearning,Gitter
8278,NA,deeplearning,Gitter
8342,63,deeplearning,Gitter
4,1,gulp,Gitter
71,2,gulp,Gitter
282,39,gulp,Gitter
396,380,gulp,Gitter
492,735,gulp,Gitter
651,9463,gulp,Gitter
845,15,gulp,Gitter
889,2,gulp,Gitter
918,1,gulp,Gitter
919,1,gulp,Gitter
926,4,gulp,Gitter
1012,95,gulp,Gitter
1054,58,gulp,Gitter
1250,0,gulp,Gitter
1268,257,gulp,Gitter
1275,0,gulp,Gitter
1486,25530,gulp,Gitter
1571,15698,gulp,Gitter
1604,14377,gulp,Gitter
2091,10,gulp,Gitter
2279,1,gulp,Gitter
2281,0,gulp,Gitter
2,5698,JTAppleCalendar,Gitter
12,266,JTAppleCalendar,Gitter
38,5543,JTAppleCalendar,Gitter
112,0,JTAppleCalendar,Gitter
177,0,JTAppleCalendar,Gitter
182,0,JTAppleCalendar,Gitter
195,2,JTAppleCalendar,Gitter
207,180,JTAppleCalendar,Gitter
216,5879,JTAppleCalendar,Gitter
221,2981,JTAppleCalendar,Gitter
244,385,JTAppleCalendar,Gitter
252,437,JTAppleCalendar,Gitter
296,1191,JTAppleCalendar,Gitter
377,158,JTAppleCalendar,Gitter
391,3455,JTAppleCalendar,Gitter
408,91,JTAppleCalendar,Gitter
423,18,JTAppleCalendar,Gitter
431,146,JTAppleCalendar,Gitter
438,387,JTAppleCalendar,Gitter
441,140,JTAppleCalendar,Gitter
454,917,JTAppleCalendar,Gitter
496,90,JTAppleCalendar,Gitter
505,139,JTAppleCalendar,Gitter
511,25,JTAppleCalendar,Gitter
517,13589,JTAppleCalendar,Gitter
542,562,JTAppleCalendar,Gitter
553,1139,JTAppleCalendar,Gitter
557,10193,JTAppleCalendar,Gitter
581,0,JTAppleCalendar,Gitter
588,5,JTAppleCalendar,Gitter
626,8,JTAppleCalendar,Gitter
629,12896,JTAppleCalendar,Gitter
642,8,JTAppleCalendar,Gitter
661,36,JTAppleCalendar,Gitter
667,1,JTAppleCalendar,Gitter
687,1013,JTAppleCalendar,Gitter
716,NA,JTAppleCalendar,Gitter
767,48,JTAppleCalendar,Gitter
792,173,JTAppleCalendar,Gitter
836,5626,JTAppleCalendar,Gitter
1030,159,JTAppleCalendar,Gitter
1068,492,JTAppleCalendar,Gitter
1094,196,JTAppleCalendar,Gitter
642,17592,magento,Gitter
1590,2479,magento,Gitter
1821,22921,magento,Gitter
2594,1,magento,Gitter
2616,0,magento,Gitter
2634,4,magento,Gitter
2856,25166,magento,Gitter
3409,47,magento,Gitter
4170,1942,magento,Gitter
4454,12497,magento,Gitter
4619,4560,magento,Gitter
4929,1987,magento,Gitter
5068,11693,magento,Gitter
5542,18983,magento,Gitter
5638,1154,magento,Gitter
5642,1459,magento,Gitter
7525,7633,magento,Gitter
7840,1829,magento,Gitter
9508,3294,magento,Gitter
11107,16,magento,Gitter
27,12815,mailboxer,Gitter
64,1075,material,Gitter
146,670,material,Gitter
231,114,material,Gitter
783,11295,material,Gitter
854,8624,material,Gitter
913,8605,material,Gitter
939,5833,material,Gitter
984,2404,material,Gitter
1016,12598,material,Gitter
1246,0,material,Gitter
1253,2,material,Gitter
1352,8071,material,Gitter
1422,27,material,Gitter
1495,742,material,Gitter
1513,4,material,Gitter
1748,10299,material,Gitter
4053,NA,material,Gitter
4264,727,material,Gitter
4275,48,material,Gitter
4505,4080,material,Gitter
1703,10524,meteor,Gitter
1834,32,meteor,Gitter
2269,151,meteor,Gitter
2981,18553,meteor,Gitter
3409,21325,meteor,Gitter
3414,455,meteor,Gitter
3430,21314,meteor,Gitter
3444,108,meteor,Gitter
3480,18810,meteor,Gitter
3540,267,meteor,Gitter
3558,0,meteor,Gitter
3603,9242,meteor,Gitter
3698,8978,meteor,Gitter
3765,15265,meteor,Gitter
3799,8000,meteor,Gitter
3826,803,meteor,Gitter
4220,115,meteor,Gitter
4314,15338,meteor,Gitter
4522,1756,meteor,Gitter
4711,125,meteor,Gitter
4933,914,meteor,Gitter
4986,12965,meteor,Gitter
5124,8306,meteor,Gitter
5219,5215,meteor,Gitter
5275,12525,meteor,Gitter
5349,0,meteor,Gitter
5472,36,meteor,Gitter
5587,11,meteor,Gitter
5621,430,meteor,Gitter
5711,2051,meteor,Gitter
5763,5866,meteor,Gitter
6016,939,meteor,Gitter
6050,704,meteor,Gitter
6258,5415,meteor,Gitter
6266,930,meteor,Gitter
6529,2846,meteor,Gitter
7470,0,meteor,Gitter
7563,1372,meteor,Gitter
7594,749,meteor,Gitter
7688,3962,meteor,Gitter
7772,38,meteor,Gitter
7959,352,meteor,Gitter
7988,7627,meteor,Gitter
8135,959,meteor,Gitter
8200,1357,meteor,Gitter
8464,4514,meteor,Gitter
8589,25,meteor,Gitter
8645,95,meteor,Gitter
9202,87,meteor,Gitter
9561,1028,meteor,Gitter
9569,976,meteor,Gitter
911,NA,MonoGame,Gitter
948,46797,MonoGame,Gitter
2167,NA,MonoGame,Gitter
2661,NA,MonoGame,Gitter
3306,NA,MonoGame,Gitter
